Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,
"Elixir of Immortality",11,45390,Uncommon,M13,204/249,No
"Elves of Deep Shadow",2,23100,Common,RAV,161/306,No
"Elvish Aberration",2,53137,Common,VMA,206/325,No
"Elvish Mystic",2,51539,Common,PRM,1119/1158,Yes
"Elvish Scrapper",1,18121,Uncommon,ONS,258/350,No
"Elvish Visionary",7,45260,Common,M13,169/249,No
"Emancipation Angel",1,43851,Uncommon,AVR,19/244,No
"Embodiment of Spring",1,53970,Common,KTK,39/269,No
"Empty the Warrens",4,25535,Common,TSP,152/301,No
"Encroaching Wastes",2,51933,Uncommon,PRM,1137/1158,Yes
"Encrust",6,45622,Common,M13,49/249,No
"Enemy of the Guildpact",1,24169,Common,DIS,44/180,No
"Enfeeblement",1,9503,Common,TE,133/350,No
"Enigma Eidolon",1,24315,Common,DIS,24/180,No
"Enlisted Wurm",1,32427,Uncommon,ARB,68/145,Yes
"Ensoul Artifact",4,53602,Uncommon,M15,54/269,No
"Ephara's Enlightenment",1,51859,Uncommon,BNG,146/165,No
"Ephara's Radiance",2,51753,Common,BNG,9/165,No
"Epiphany Storm",3,51629,Common,BNG,91/165,No
"Erase",12,53960,Common,KTK,9/269,No
"Erdwal Ripper",5,43295,Common,DKA,86/158,No
"Erebos, God of the Dead",1,50308,Mythic Rare,THS,85/249,No
"Erhnam Djinn",1,53007,Uncommon,VMA,207/325,No
"Essence Drain",13,45219,Common,M13,93/249,Yes
"Essence Harvest",20,44195,Common,AVR,100/244,No
"Essence Scatter",12,45233,Common,M13,50/249,Yes
"Etched Champion",4,38437,Rare,SOM,154/249,No
"Ethereal Armor",4,46571,Common,RTR,9/274,No
"Ethersworn Canonist",2,30999,Rare,ALA,10/249,No
"Evangel of Heliod",2,50352,Uncommon,THS,11/249,No
"Everflame Eidolon",2,51687,Uncommon,BNG,92/165,No
"Everflowing Chalice",1,39621,Uncommon,PRM,542/1158,Yes
"Evolving Wilds",21,45366,Common,M13,224/249,No
"Excoriate",1,51583,Common,BNG,10/165,No
"Executioner's Hood",4,43235,Common,DKA,148/158,No
"Executioner's Swing",1,47709,Common,GTC,161/249,No
"Exile",1,53115,Common,VMA,27/325,No
"Expedition Map",5,34832,Common,ZEN,201/249,No
"Explore",4,35577,Common,WWK,99/145,No
"Eye Gouge",1,51611,Common,BNG,67/165,No
"Faerie Invaders",9,45620,Common,M13,51/249,No
"Faerie Macabre",4,29647,Common,SHM,66/301,No
"Faithless Looting",4,43267,Common,DKA,87/158,No
"Faith's Shield",4,43361,Uncommon,DKA,7/158,No
"Falkenrath Exterminator",3,44239,Uncommon,AVR,134/244,No
"Falkenrath Torturer",5,43363,Common,DKA,60/158,No
"Fall of the Hammer",2,51639,Common,BNG,93/165,No
"Familiar Ground",1,9405,Uncommon,WL,127/167,No
"Fanatic of Mogis",2,50464,Uncommon,THS,121/249,No
"Fanatic of Xenagos",1,51865,Uncommon,BNG,147/165,No
"Farbog Explorer",19,44027,Common,AVR,21/244,No
"Farseek",15,45724,Common,M13,170/249,No
"Fate Foretold",3,50560,Common,THS,48/249,No
"Fated Intervention",1,51855,Rare,BNG,121/165,No
"Fated Return",1,51819,Rare,BNG,69/165,No
"Faultgrinder",1,28649,Common,LRW,163/301,No
"Favor of the Woods",6,43345,Common,DKA,113/158,No
"Favorable Winds",2,44043,Uncommon,AVR,51/244,No
"Favored Hoplite",2,50258,Uncommon,THS,13/249,No
"Fearsome Temper",1,51631,Common,BNG,95/165,No
"Feast of Dreams",1,52174,Common,JOU,69/165,No
"Feeling of Dread",13,42644,Common,ISD,14/264,No
"Felhide Brawler",4,51601,Common,BNG,70/165,No
"Felhide Minotaur",3,50332,Common,THS,87/249,No
"Fencing Ace",1,46385,Uncommon,RTR,11/274,No
"Feral Instinct",1,7549,Common,VI,107/167,No
"Feral Invocation",1,50460,Common,THS,158/249,No
"Feral Ridgewolf",13,42270,Common,ISD,142/264,No
"Fervent Cathar",12,43995,Common,AVR,135/244,No
"Festerhide Boar",16,42578,Common,ISD,179/264,No
"Fettergeist",3,43991,Uncommon,AVR,52/244,No
"Fierce Empath",4,18838,Common,SCG,119/143,No
"Fiery Hellhound",4,41223,Common,M12,130/249,No
"Fire Elemental",6,45412,Common,M13,130/249,No
"Fire Whip",1,9199,Common,WL,100/167,No
"Fireball",5,41589,Uncommon,M12,131/249,No
"Firebreathing",9,41123,Common,M12,132/249,No
"Firehoof Cavalry",1,53952,Common,KTK,11/269,No
"Fires of Undeath",9,43387,Common,DKA,88/158,No
"Fit of Rage",1,9201,Common,WL,102/167,No
"Flame Slash",4,36640,Common,ROE,145/248,No
"Flamecast Wheel",2,50606,Uncommon,THS,215/249,No
"Flamekin Brawler",1,28277,Common,LRW,166/301,No
"Flamekin Spitfire",1,28417,Uncommon,LRW,168/301,No
"Flamespeaker Adept",1,50542,Uncommon,THS,123/249,No
"Flametongue Kavu",1,52917,Uncommon,VMA,160/325,No
"Flamewave Invoker",1,18475,Common,LGN,92/145,No
"Flaring Pain",2,17516,Common,JUD,89/143,No
"Flashfreeze",6,41613,Uncommon,M12,52/249,No
"Fledgling Djinn",1,9141,Common,WL,69/167,No
"Fleecemane Lion",4,50262,Rare,THS,193/249,No
"Fleetfeather Sandals",5,50210,Common,THS,216/249,No
"Fleeting Distraction",15,44083,Common,AVR,53/244,No
"Flight Spellbomb",4,38321,Common,SOM,155/249,No
"Fling",9,43456,Common,DKA,90/158,Yes
"Flitterstep Eidolon",2,51667,Uncommon,BNG,40/165,No
"Flooded Grove",1,30136,Rare,EVE,177/180,No
"Flooded Strand",1,18245,Rare,ONS,316/350,No
"Floodtide Serpent",2,51589,Common,BNG,41/165,No
"Flowering Lumberknot",14,44142,Common,AVR,178/244,Yes
"Flusterstorm",2,52973,Rare,VMA,68/325,No
"Flux",2,9223,Common,WL,39/167,No
"Fog",14,45440,Common,M13,172/249,No
"Fog Bank",5,45626,Uncommon,M13,52/249,No
"Font of Fertility",1,52080,Common,JOU,123/165,No
"Font of Vigor",1,52010,Common,JOU,11/165,No
"Forbidden Alchemy",6,42444,Common,ISD,55/264,No
"Force of Will",4,52913,Rare,VMA,69/325,No
"Foresee",4,37104,Common,M11,54/249,No
"Forest",138,54236,Basic Land,KTK,267/269,No
"Forge Devil",5,43171,Common,DKA,91/158,No
"Forgotten Cave",1,18267,Common,ONS,317/350,No
"Forsaken Drifters",4,51607,Common,BNG,72/165,No
"Fortress Crab",13,42588,Common,ISD,56/264,No
"Foul Imp",1,10267,Common,ST,59/143,No
"Foundry Street Denizen",2,47529,Common,GTC,92/249,No
"Frantic Search",3,52803,Common,VMA,70/325,No
"Frenzied Tilling",1,47587,Uncommon,GTC,166/249,No
"Frightful Delusion",10,42276,Common,ISD,57/264,No
"Frog Tongue",1,9545,Common,TE,228/350,No
"Frogmite",4,20247,Common,MRD,172/306,No
"Frontier Bivouac",1,54168,Uncommon,KTK,234/269,No
"Frost Breath",7,41461,Common,M12,54/249,No
"Frozen Solid",1,18706,Common,SCG,36/143,No
"Fungal Sprouting",3,45684,Uncommon,M13,173/249,No
"Furious Resistance",1,47551,Common,GTC,93/249,No
"Furnace Whelp",3,45716,Uncommon,M13,133/249,No
"Furor of the Bitten",11,42592,Common,ISD,143/264,No
"Fyndhorn Elves",2,53105,Common,VMA,210/325,No
"Galvanic Alchemist",11,44143,Common,AVR,54/244,No
"Galvanic Blast",4,38203,Common,SOM,91/249,No
"Galvanic Juggernaut",8,42542,Uncommon,ISD,222/264,No
"Gang of Devils",5,44091,Uncommon,AVR,136/244,No
"Garruk's Companion",7,41305,Common,M12,175/249,No
"Garruk's Packleader",6,45388,Uncommon,M13,175/249,No
"Gatecreeper Vine",4,46347,Common,RTR,124/274,No
"Gather Courage",1,23208,Common,RAV,165/306,No
"Gather the Townsfolk",8,43475,Common,DKA,8/158,No
"Gatstaf Shepherd",2,42504,Uncommon,ISD,182/264,No
"Gavony Ironwright",1,43343,Uncommon,DKA,9/158,No
"Geist Snatch",18,43911,Common,AVR,55/244,No
"Geist Trappers",16,43917,Common,AVR,179/244,No
"Geistflame",18,42780,Common,ISD,144/264,No
"Gem of Becoming",8,45560,Uncommon,M13,205/249,No
"Geothermal Crevice",4,14985,Common,IN,323/350,No
"Geth's Verdict",4,39736,Common,NPH,61/175,No
"Ghost Quarter",4,42294,Uncommon,ISD,240/264,No
"Ghost Warden",1,23717,Common,GPT,5/165,No
"Ghostblade Eidolon",1,51661,Uncommon,BNG,12/165,No
"Ghostform",12,43881,Common,AVR,56/244,No
"Ghostly Flicker",11,44015,Common,AVR,57/244,No
"Ghostly Possession",12,42288,Common,ISD,18/264,No
"Ghoulcaller's Bell",4,42648,Common,ISD,224/264,No
"Ghoulcaller's Chant",4,42268,Common,ISD,101/264,No
"Ghoulflesh",8,43837,Common,AVR,103/244,No
"Ghoulraiser",18,42266,Common,ISD,102/264,No
"Giant Mantis",4,52610,Common,VMA,213/325,Yes
"Giant Scorpion",11,45342,Common,M13,94/249,No
"Giant Spider",8,41153,Common,M12,177/249,No
"Gift of Immortality",1,50374,Rare,THS,14/249,No
"Gift of Orzhova",1,47591,Uncommon,GTC,219/249,No
"Gild",5,51681,Rare,BNG,73/165,No
"Glacial Ray",2,36287,Common,PRM,518/1158,Yes
"Gladecover Scout",7,41361,Common,M12,178/249,No
"Glare of Heresy",3,50604,Uncommon,THS,15/249,No
"Glarewielder",1,28669,Uncommon,LRW,171/301,No
"Glimmerpost",4,38259,Common,SOM,227/249,No
"Glimmervoid",3,19881,Rare,MRD,281/306,No
"Gloomwidow",1,44271,Uncommon,AVR,180/244,No
"Glorious Charge",9,45338,Common,M13,15/249,No
"Glory Seeker",1,17671,Common,ONS,31/350,No
"Gnaw to the Bone",16,42770,Common,ISD,183/264,No
"Go for the Throat",4,39447,Uncommon,MBS,43/155,No
"Gobhobbler Rats",3,24279,Common,DIS,111/180,No
"Goblin Arsonist",11,45368,Common,M13,134/249,No
"Goblin Bangchuckers",5,41489,Uncommon,M12,137/249,No
"Goblin Battle Jester",12,45654,Common,M13,135/249,No
"Goblin Bushwhacker",4,34388,Common,ZEN,125/249,No
"Goblin Commando",2,52821,Common,VMA,164/325,No
"Goblin Electromancer",4,46363,Common,RTR,163/274,No
"Goblin Fireslinger",7,41498,Common,M12,139/249,Yes
"Goblin General",3,52709,Common,VMA,165/325,No
"Goblin Guide",4,37917,Rare,TD0,B17/41,No
"Goblin Matron",1,52883,Common,VMA,168/325,No
"Goblin Patrol",1,52785,Common,VMA,169/325,No
"Goblin Piker",6,41147,Common,M12,141/249,No
"Goblin Settler",1,52823,Uncommon,VMA,172/325,No
"Goblin Shortcutter",1,34494,Common,ZEN,128/249,No
"Goblin Swine-Rider",1,7569,Common,VI,81/167,No
"Goblin Tunneler",5,41276,Common,M12,142/249,Yes
"Goblin Vandal",1,9187,Common,WL,105/167,No
"Goblin War Paint",6,41257,Common,M12,143/249,No
"Goblinslide",1,54368,Uncommon,KTK,109/269,No
"Godhunter Octopus",2,52004,Common,JOU,39/165,No
"Godless Shrine",4,47453,Rare,GTC,242/249,No
"Gods Willing",5,50478,Common,THS,16/249,No
"Goldnight Commander",8,43925,Uncommon,AVR,22/244,No
"Goldnight Redeemer",2,43875,Uncommon,AVR,23/244,No
"Golgari Charm",4,46451,Uncommon,RTR,164/274,No
"Golgari Rot Farm",4,23206,Common,RAV,278/306,No
"Golgari Signet",4,23564,Common,RAV,262/306,No
"Gorehorn Minotaurs",4,41279,Common,M12,144/249,No
"Gore-House Chainwalker",4,46607,Common,RTR,96/274,No
"Grafdigger's Cage",2,43491,Rare,DKA,149/158,No
"Granger Guildmage",1,7017,Common,MI,220/350,No
"Grapeshot",4,25797,Common,TSP,160/301,No
"Grasp of Darkness",4,37989,Common,SOM,65/249,No
"Grasp of Phantoms",5,42672,Uncommon,ISD,58/264,No
"Grassland Crusader",1,17679,Common,ONS,32/350,No
"Grave Bramble",13,42516,Common,ISD,184/264,No
"Grave Exchange",13,44259,Common,AVR,105/244,No
"Gravebane Zombie",1,7023,Common,MI,127/350,No
"Gravedigger",6,41137,Common,M12,99/249,No
"Gravel Slinger",1,17661,Common,ONS,33/350,No
"Gravepurge",10,43155,Common,DKA,65/158,No
"Gravetiller Wurm",1,43327,Uncommon,DKA,116/158,No
"Gray Merchant of Asphodel",5,50562,Common,THS,89/249,No
"Graypelt Hunter",1,35771,Common,WWK,103/145,No
"Great Furnace",4,20021,Common,MRD,282/306,No
"Great Hart",1,51575,Common,BNG,15/165,No
"Greater Basilisk",7,41297,Common,M12,179/249,No
"Greater Good",2,51543,Rare,PRM,1121/1158,Yes
"Greatsword",5,41469,Uncommon,M12,209/249,No
"Greenside Watcher",2,47875,Common,GTC,122/249,No
"Griffin Dreamfinder",1,51577,Common,BNG,16/165,No
"Griffin Protector",7,45601,Common,M13,16/249,Yes
"Griffin Rider",10,41457,Common,M12,20/249,No
"Griffin Sentinel",6,41199,Common,M12,21/249,No
"Grim Flowering",1,43407,Uncommon,DKA,117/158,No
"Grim Lavamancer",2,41611,Rare,M12,145/249,No
"Griptide",12,50626,Common,THS,50/249,No
"Grizzled Outcasts",15,42395,Common,ISD,185/264,Yes
"Grizzly Fate",1,53005,Uncommon,VMA,215/325,No
"Ground Assault",1,47599,Uncommon,GTC,168/249,No
"Grounded",11,43893,Common,AVR,181/244,No
"Gruesome Deformity",10,42750,Common,ISD,103/264,No
"Gruesome Discovery",10,43409,Common,DKA,66/158,No
"Gruul Guildgate",4,47455,Common,GTC,243/249,No
"Gruul Guildmage",2,36303,Uncommon,PRM,379/1158,Yes
"Gruul Signet",4,23669,Common,GPT,150/165,No
"Gruul Turf",4,23851,Common,GPT,158/165,No
"Gryff Vanguard",19,43853,Common,AVR,59/244,No
"Guardian Lions",11,45604,Common,M13,17/249,No
"Guardians of Akrasa",10,45258,Common,M13,18/249,No
"Guardians' Pledge",7,41495,Common,M12,22/249,No
"Guided Strike",1,9247,Common,WL,16/167,No
"Guile",1,28773,Rare,LRW,69/301,No
"Guilty Conscience",1,18898,Common,SCG,17/143,No
"Guise of Fire",14,43880,Common,AVR,137/244,Yes
"Gush",1,52835,Uncommon,VMA,72/325,No
"Gustcloak Harrier",1,53023,Common,VMA,30/325,No
"Gutter Skulk",1,47497,Common,GTC,67/249,No
"Hallowed Fountain",4,46503,Rare,RTR,241/274,No
"Hamlet Captain",5,42604,Uncommon,ISD,187/264,No
"Hands of Binding",1,47663,Common,GTC,37/249,No
"Hanweir Lancer",15,43983,Common,AVR,138/244,No
"Hanweir Watchkeep",1,42696,Uncommon,ISD,145/264,No
"Harbor Bandit",6,45646,Uncommon,M13,95/249,No
"Harbor Serpent",15,45378,Common,M13,53/249,No
"Harvest Pyre",8,42264,Common,ISD,146/264,No
"Haunted Fengraf",7,43259,Common,DKA,157/158,No
"Haunted Guardian",4,44277,Uncommon,AVR,216/244,No
"Haunting Misery",1,9153,Common,WL,71/167,No
"Havengul Skaab",17,44006,Common,AVR,60/244,Yes
"Havengul Vampire",1,44067,Uncommon,AVR,139/244,No
"Headless Skaab",5,43245,Common,DKA,40/158,No
"Healer of the Pride",5,45612,Uncommon,M13,19/249,No
"Heat Shimmer",1,28289,Rare,LRW,175/301,No
"Heavy Ballista",1,9243,Common,WL,17/167,No
"Heavy Mattock",5,43247,Common,DKA,150/158,No
"Heckling Fiends",2,43375,Uncommon,DKA,92/158,No
"Heir of the Wilds",1,54118,Uncommon,KTK,134/269,No
"Heirs of Stromkirk",16,44127,Common,AVR,140/244,No
"Hellraiser Goblin",1,47681,Uncommon,GTC,95/249,No
"Herald of Anafenza",1,54282,Rare,KTK,12/269,No
"Hero of Leina Tower",1,51735,Rare,BNG,123/165,No
"Hesitation",1,10281,Uncommon,ST,33/143,No
"Hidden Spider",4,11847,Common,UZ,264/350,No
"Hideous Visage",7,41479,Common,M12,100/249,No
"Highborn Ghoul",5,43191,Common,DKA,68/158,No
"Highland Game",2,54034,Common,KTK,135/269,No
"Hindervines",1,47687,Uncommon,GTC,124/249,No
"Hinterland Hermit",4,43275,Common,DKA,94/158,No
"Hold at Bay",3,51751,Common,BNG,18/165,No
"Hollowhenge Beast",7,43451,Common,DKA,118/158,No
"Hollowhenge Scavenger",5,42458,Uncommon,ISD,188/264,No
"Homicidal Seclusion",3,43941,Uncommon,AVR,108/244,No
"Honor Guard",1,10287,Common,ST,7/143,No
"Hooting Mandrills",1,54040,Common,KTK,137/269,No
"Hopeful Eidolon",4,50140,Common,THS,19/249,No
"Horizon Spellbomb",4,38317,Common,SOM,165/249,No
"Horror of the Dim",1,47615,Common,GTC,68/249,No
"Howlgeist",1,44017,Uncommon,AVR,182/244,No
"Hulking Goblin",4,52743,Common,VMA,174/325,No
"Human Frailty",5,44291,Uncommon,AVR,109/244,No
"Hunger of the Howlpack",8,43213,Common,DKA,119/158,No
"Hunt the Hunter",2,50602,Uncommon,THS,159/249,No
"Hunted Ghoul",7,43962,Common,AVR,110/244,Yes
"Hunter Sliver",1,18493,Common,LGN,102/145,No
"Hurloon Shaman",1,9189,Uncommon,WL,108/167,No
"Hydroform",1,47795,Common,GTC,172/249,No
"Hydrosurge",8,45498,Common,M13,54/249,No
"Hysterical Blindness",11,42594,Common,ISD,59/264,No
"Ice Cage",4,41197,Common,M12,57/249,No
"Ideas Unbound",4,22192,Common,SOK,40/165,No
"Ill-Tempered Cyclops",2,50338,Common,THS,125/249,No
"Immerwolf",1,43369,Uncommon,DKA,141/158,No
"Imps' Taunt",1,9987,Uncommon,TE,138/350,No
"Impulse",4,7589,Common,VI,34/167,No
"Inaction Injunction",4,46311,Common,RTR,41/274,No
"Incinerate",4,41135,Common,M12,146/249,No
"Incursion Specialist",1,47659,Uncommon,GTC,38/249,No
"Index",7,45400,Common,M13,55/249,No
"Induce Paranoia",1,23094,Common,RAV,56/306,No
"Infantry Veteran",1,7591,Common,VI,9/167,No
"Infernal Plunge",15,42622,Common,ISD,148/264,No
"Inferno Titan",2,37428,Mythic Rare,M11,146/249,No
"Ingot Chewer",6,28705,Common,LRW,180/301,No
"Inkmoth Nexus",4,39329,Rare,MBS,145/155,No
"Ink-Treader Nephilim",1,23883,Rare,GPT,117/165,No
"Inner-Flame Acolyte",1,28487,Common,LRW,181/301,No
"Inner-Flame Igniter",1,28279,Uncommon,LRW,182/301,No
"Intangible Virtue",4,42684,Uncommon,ISD,19/264,No
"Into the Roil",4,34448,Common,ZEN,48/249,No
"Into the Void",1,44253,Uncommon,AVR,62/244,No
"Invisible Stalker",5,42282,Uncommon,ISD,60/264,No
"Irrigation Ditch",4,14747,Common,IN,324/350,No
"Island",124,54218,Basic Land,KTK,256/269,No
"Izzet Boilerworks",5,23845,Common,GPT,159/165,No
"Izzet Charm",2,46433,Uncommon,RTR,172/274,No
"Izzet Chronarch",1,23817,Common,GPT,119/165,No
"Izzet Guildgate",4,46809,Common,RTR,242/274,No
"Izzet Signet",4,23679,Common,GPT,152/165,No
"Izzet Staticaster",1,46429,Uncommon,RTR,173/274,No
"Jace's Erasure",4,41269,Common,M12,60/249,No
"Jace's Ingenuity",2,41643,Uncommon,PRM,584/1158,Yes
"Jace's Phantasm",3,45542,Uncommon,M13,57/249,No
"Jade Mage",4,41455,Uncommon,M12,181/249,No
"Jagwasp Swarm",1,35549,Common,WWK,58/145,No
"Jaya Ballard, Task Mage",1,36312,Rare,PRM,440/1158,No
"Jayemdae Tome",7,45374,Uncommon,M13,207/249,No
"Jeskai Ascendancy",4,54436,Rare,KTK,180/269,No
"Jeskai Banner",1,54064,Common,KTK,222/269,No
"Joint Assault",23,43953,Common,AVR,183/244,No
"Jund Charm",1,30864,Uncommon,ALA,175/249,Yes
"Jungle Weaver",8,31241,Common,ALA,134/249,No
"Jungle Wurm",2,52613,Common,VMA,217/325,No
"Kaervek's Torch",1,52615,Uncommon,VMA,175/325,No
"Karador, Ghost Chieftain",2,51535,Mythic Rare,PRM,1120/1158,Yes
"Karametra's Favor",2,51657,Common,BNG,125/165,No
"Karn, Silver Golem",1,52749,Rare,VMA,270/325,No
"Keening Apparition",5,46283,Common,RTR,12/274,No
"Kessig Malcontents",2,44029,Uncommon,AVR,142/244,No
"Kessig Recluse",6,43209,Common,DKA,121/158,No
"Kessig Wolf",15,42280,Common,ISD,151/264,No
"Kheru Dreadmaw",2,53998,Common,KTK,76/269,No
"Kiki-Jiki, Mirror Breaker",1,21021,Rare,CHK,175/306,No
"Kill Shot",1,53962,Common,KTK,15/269,No
"Kill-Suit Cultist",1,24251,Common,DIS,65/180,No
"Kiln Fiend",4,36668,Common,ROE,153/248,No
"Kindercatch",13,42484,Common,ISD,190/264,No
"Kindle",3,52657,Common,VMA,176/325,No
"Kindled Fury",13,45228,Common,M13,137/249,No
"Kingpin's Pet",2,47857,Common,GTC,173/249,No
"Kiora's Follower",2,51709,Uncommon,BNG,150/165,No
"Kite Shield",5,41535,Uncommon,M12,210/249,No
"Kitesail",4,45362,Uncommon,M13,208/249,No
"Kitesail Apprentice",1,35789,Common,WWK,10/145,No
"Kithkin Armor",1,9251,Common,WL,19/167,No
"Kithkin Healer",1,28671,Common,LRW,27/301,No
"Knight of Obligation",1,47661,Uncommon,GTC,18/249,No
"Knight of the Skyward Eye",1,31116,Common,ALA,15/249,Yes
"Knight Watch",1,47627,Common,GTC,19/249,No
"Knightly Valor",1,46569,Common,RTR,13/274,No
"Kongming, "Sleeping Dragon"",1,52787,Rare,VMA,33/325,No
"Kor Skyfisher",2,43549,Common,PRM,990/1158,Yes
"Kragma Butcher",1,51625,Common,BNG,100/165,No
"Kraken Hatchling",7,45348,Common,M13,58/249,No
"Kraken of the Straits",1,51790,Uncommon,BNG,42/165,Yes
"Kraken's Eye",6,41591,Uncommon,M12,211/249,No
"Krark-Clan Engineers",1,20740,Uncommon,5DN,70/165,No
"Krark-Clan Shaman",4,19717,Common,MRD,98/306,No
"Krenko's Command",9,45518,Common,M13,139/249,No
"Krosan Grip",4,49066,Uncommon,MMA,152/229,No
"Krosan Tusker",7,53113,Common,VMA,218/325,No
"Krosan Vorine",1,53134,Common,VMA,219/325,Yes
"Kruin Striker",13,44003,Common,AVR,143/244,No
"Lagonna-Band Elder",1,50520,Common,THS,21/249,No
"Lair Delve",8,44189,Common,AVR,184/244,No
"Lairwatch Giant",1,28565,Common,LRW,29/301,No
"Lambholt Elder",1,43201,Uncommon,DKA,122/158,No
"Lantern Spirit",9,42662,Uncommon,ISD,62/264,No
"Lash of the Whip",1,50173,Common,THS,94/249,Yes
"Last Breath",2,50324,Common,THS,22/249,No
"Last Gasp",1,23446,Common,RAV,93/306,No
"Last Thoughts",1,47811,Common,GTC,40/249,No
"Latch Seeker",2,43885,Uncommon,AVR,63/244,No
"Lava Axe",7,41157,Common,M12,148/249,No
"Lava Spike",4,21331,Common,CHK,178/306,No
"Leafcrown Dryad",5,50346,Common,THS,161/249,No
"Leap of Faith",8,43915,Common,AVR,26/244,No
"Leap of Flame",1,23899,Common,GPT,121/165,No
"Leatherback Baloth",1,43576,Uncommon,PRM,941/1158,No
"Leyline Phantom",1,47531,Common,GTC,41/249,No
"Lifelink",6,41245,Common,M12,24/249,No
"Lightning Elemental",7,41283,Common,M12,149/249,No
"Lightning Mauler",5,44201,Uncommon,AVR,144/244,No
"Lightning Prowess",2,43997,Uncommon,AVR,145/244,No
"Lightning Strike",1,50572,Common,THS,127/249,No
"Lightning Volley",2,51835,Uncommon,BNG,101/165,No
"Liliana's Shade",11,45510,Common,M13,98/249,No
"Liliana's Specter",5,37602,Common,PRM,193/1158,No
"Lingering Souls",4,43359,Uncommon,DKA,12/158,No
"Llanowar Elves",4,27697,Common,10E,274/383,No
"Loathsome Catoblepas",1,50168,Common,THS,95/249,No
"Longshot Squad",2,54380,Common,KTK,140/269,No
"Lost in the Mist",9,42658,Common,ISD,63/264,No
"Lotus Petal",4,9475,Common,TE,294/350,No
"Loyal Cathar",15,43225,Common,DKA,13/158,No
"Loyal Pegasus",2,51569,Common,BNG,19/165,No
"Lu Bu, Master-at-Arms",2,36131,Rare,PRM,435/1158,Yes
"Lumberknot",4,42530,Uncommon,ISD,191/264,No
"Lunk Errant",1,29016,Common,MOR,94/150,No
"Lure",5,41601,Uncommon,M12,183/249,No
"Lurking Crocodile",6,41409,Common,M12,184/249,No
"Lurking Informant",1,23102,Common,RAV,249/306,No
"Lyev Skyknight",1,46419,Uncommon,RTR,179/274,No
"Maalfeld Twins",2,43897,Uncommon,AVR,112/244,No
"Macetail Hystrodon",1,18447,Common,LGN,106/145,No
"Mad Prophet",14,44026,Common,AVR,146/244,Yes
"Madcap Skills",4,47611,Common,GTC,98/249,No
"Magma Spray",4,31231,Common,ALA,108/249,No
"Make a Wish",1,42403,Uncommon,ISD,192/264,Yes
"Makeshift Mauler",11,42424,Common,ISD,65/264,No
"Makindi Shieldmate",1,34766,Common,ZEN,26/249,No
"Malicious Intent",6,44262,Common,AVR,147/244,Yes
"Mana Chains",1,9227,Common,WL,41/167,No
"Mana Leak",4,37324,Common,M11,62/249,No
"Mana Prism",2,52617,Common,VMA,273/325,No
"Manalith",5,41399,Common,M12,212/249,No
"Manamorphose",4,29653,Common,SHM,211/301,No
"Manic Vandal",6,41329,Common,M12,151/249,No
"Manor Skeleton",5,42805,Common,ISD,106/264,Yes
"Man-o'-War",1,52627,Common,VMA,79/325,No
"March of the Returned",2,50480,Common,THS,96/249,No
"Mardu Banner",1,54062,Common,KTK,224/269,No
"Mardu Blazebringer",1,54364,Uncommon,KTK,115/269,No
"Mark for Death",1,47745,Uncommon,GTC,99/249,No
"Mark of Mutiny",4,45356,Uncommon,M13,141/249,No
"Mark of the Vampire",17,45645,Common,M13,99/249,Yes
"Markov Patrician",12,42440,Common,ISD,107/264,No
"Markov Warlord",1,43355,Uncommon,DKA,97/158,No
"Marrow Bats",4,44085,Uncommon,AVR,113/244,No
"Marshmist Titan",2,51609,Common,BNG,76/165,No
"Martial Glory",2,47847,Common,GTC,175/249,No
"Mask of Avacyn",1,42346,Uncommon,ISD,229/264,No
"Massive Raid",1,47601,Common,GTC,100/249,No
"Master of Arms",1,9461,Uncommon,WL,20/167,No
"Master Thief",8,41485,Uncommon,M12,64/249,No
"Master's Call",2,39645,Common,PRM,531/1158,Yes
"Matca Rioters",1,31740,Common,CON,84/145,Yes
"Maw of the Mire",18,42758,Common,ISD,108/264,No
"Meadowboon",1,29240,Uncommon,MOR,17/150,No
"Memnite",4,37979,Uncommon,SOM,174/249,No
"Memory's Journey",5,42808,Uncommon,ISD,66/264,No
"Mental Agony",20,43831,Common,AVR,114/244,No
"Merchant of Secrets",1,18587,Common,LGN,44/145,No
"Merfolk Looter",7,41243,Common,M12,65/249,No
"Merfolk Mesmerist",4,41375,Common,M12,66/249,No
"Merfolk of the Pearl Trident",9,45376,Common,M13,60/249,No
"Merfolk Traders",1,9215,Common,WL,43/167,No
"Mesmeric Fiend",1,52957,Common,VMA,128/325,No
"Metropolis Sprite",1,47835,Common,GTC,42/249,No
"Midnight Duelist",10,43871,Common,AVR,27/244,No
"Midnight Guard",6,43437,Common,DKA,14/158,No
"Midnight Recovery",2,47797,Common,GTC,73/249,No
"Midvast Protector",15,44257,Common,AVR,28/244,No
"Mighty Leap",7,41335,Common,M12,26/249,No
"Millennial Gargoyle",1,47541,Common,GTC,232/249,No
"Mind Control",6,41331,Uncommon,M12,67/249,No
"Mind Rot",20,45242,Common,M13,100/249,No
"Mind Sculpt",7,45500,Common,M13,61/249,No
"Mindclaw Shaman",5,45556,Uncommon,M13,142/249,No
"Minotaur Skullcleaver",1,50182,Common,THS,130/249,No
"Mischief and Mayhem",1,51849,Uncommon,BNG,126/165,No
"Mist Raven",13,44205,Common,AVR,67/244,No
